id,host_name,host_since,latitude,longitude,room_type,bathrooms,bedrooms,beds,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,has_availability,availability_30,availability_60,availability_90,availability_365,x,y
414888,Bob And  Alice,5/1/2012,19.47592184,-155.9002503,Entire home/apt,1,1,1,140,$680.00 ,"$2,450.00 ",$0.00 ,$95.00 ,1,$0.00 ,t,18,35,58,333,195525.4641,2156059.353
531664,Kurt,1/23/2012,19.4886546,-155.9119127,Private room,1,1,3,99,$693.00 ,"$2,900.00 ",$0.00 ,$0.00 ,2,$15.00 ,t,7,18,35,300,194324.2226,2157490.441
533600,Bob And  Alice,5/1/2012,19.59545668,-155.9718708,Entire home/apt,1,0,1,162,$891.00 ,"$2,894.00 ",$100.00 ,$96.00 ,2,$25.00 ,t,9,15,19,290,188231.2406,2169428.976
690625,Diana,9/10/2012,19.59595887,-155.9719897,Entire home/apt,1,0,1,150,$870.00 ,"$3,450.00 ",$200.00 ,$125.00 ,3,$10.00 ,t,7,10,16,241,188219.7271,2169484.822
773155,Bonne,7/26/2012,19.43067981,-155.8846267,Entire home/apt,1,1,2,150,$900.00 ,"$2,400.00 ",$500.00 ,$150.00 ,2,$25.00 ,t,14,26,56,331,197082.6565,2151020.551
1256665,Delphine,3/28/2013,19.31471543,-155.8797843,Entire home/apt,2,2,3,145,,,$300.00 ,$130.00 ,2,$15.00 ,t,4,9,16,264,197377.1662,2138167.57
1438898,Bernie,3/23/2013,19.49095167,-155.9129395,Private room,1.5,1,1,77,$519.00 ,,$100.00 ,$45.00 ,2,$45.00 ,t,7,29,56,323,194220.682,2157746.708
1439030,Bernie,3/23/2013,19.49378054,-155.9127205,Private room,1,1,1,67,$415.00 ,,$100.00 ,$45.00 ,2,$45.00 ,t,12,16,46,321,194249.0065,2158059.659
1439063,Bernie,3/23/2013,19.4940903,-155.9127216,Private room,1.5,1,1,72,$450.00 ,,$100.00 ,$45.00 ,2,$45.00 ,t,21,51,74,349,194249.4735,2158093.972
1466642,Edward,2/13/2009,19.43012675,-155.8835722,Entire home/apt,1,1,2,99,$750.00 ,"$2,500.00 ",,$80.00 ,2,$15.00 ,t,13,19,41,316,197192.4374,2150957.436
1550468,Holly,2/22/2012,19.45919456,-155.8805807,Private room,1,1,1,136,,,,,2,$0.00 ,t,23,53,83,358,197560.718,2154171.804
1556642,Holly,2/22/2012,19.45777842,-155.8802125,Private room,1,1,1,110,,,,,2,$0.00 ,t,30,60,84,359,197596.7728,2154014.3
1633034,Paliuli,8/30/2013,19.44099973,-155.8871684,Private room,1,1,1,75,$300.00 ,"$1,000.00 ",$0.00 ,$46.00 ,1,$17.00 ,t,28,48,49,301,196834.756,2152168.098
1633101,Paliuli,8/30/2013,19.43941747,-155.8861287,Private room,1,1,1,86,$360.00 ,"$1,240.00 ",$0.00 ,$46.00 ,1,$17.00 ,t,28,58,88,351,196941.0607,2151991.009
1717194,Elizabeth,8/21/2013,19.46914683,-155.9197859,Entire home/apt,3,3,3,350,"$2,450.00 ","$9,800.00 ",$600.00 ,$250.00 ,6,$50.00 ,t,9,11,23,295,193460.4292,2155343.695
2016729,Sheoli,3/31/2012,19.48876071,-155.9133609,Entire home/apt,1,3,4,145,$980.00 ,,"$1,000.00 ",$0.00 ,2,$15.00 ,t,12,34,64,339,194172.2959,2157504.776
2023726,Rhonda,12/3/2013,19.45169873,-155.8812861,Private room,1,1,1,90,,,$0.00 ,$10.00 ,2,$0.00 ,t,11,25,52,313,197472.689,2153342.786
2587328,Harry,3/18/2014,19.3047711,-155.8736343,Entire home/apt,1,1,2,99,$900.00 ,"$3,000.00 ",$0.00 ,$100.00 ,2,$15.00 ,t,12,17,26,260,198005.5845,2137055.377
2602508,Rhonda,12/3/2013,19.45099595,-155.8804523,Private room,1,1,1,120,,,$0.00 ,$20.00 ,2,$0.00 ,t,21,36,62,337,197558.9892,2153263.476
2795809,Daiva & August,4/15/2014,19.30148234,-155.8759011,Entire home/apt,1,1,1,70,,,,,1,$0.00 ,t,1,1,11,239,197761.1566,2136695.067
2997698,Rhonda,12/3/2013,19.45015384,-155.8807159,Private room,1,1,1,115,,,$0.00 ,$10.00 ,2,$0.00 ,t,20,47,72,347,197529.7306,2153170.665
3038383,Tina And Keri,5/13/2014,19.45072575,-155.8840075,Entire home/apt,1,1,1,135,$873.00 ,"$3,402.00 ",,,2,$10.00 ,t,13,15,33,308,197184.9522,2153239.81
3386387,Chris & Carolyn,6/21/2014,19.47344186,-155.8994703,Entire home/apt,1,1,3,100,$600.00 ,"$2,000.00 ",$200.00 ,$50.00 ,2,$10.00 ,t,8,22,41,292,195602.7665,2155783.275
3973510,Mary,1/6/2014,19.62050353,-155.9843797,Entire home/apt,1,0,1,99,,,$200.00 ,$80.00 ,1,$0.00 ,t,2,3,5,227,186966.592,2172226.387
4025084,Paliuli,8/30/2013,19.44022607,-155.8875676,Entire home/apt,1,1,1,132,$540.00 ,"$1,960.00 ",$0.00 ,$57.00 ,1,$17.00 ,t,16,33,44,307,196791.3718,2152083.109
4580916,Michael,11/14/2014,19.44303315,-155.8820046,Entire home/apt,1,1,2,125,$945.00 ,,$0.00 ,$100.00 ,2,$15.00 ,t,1,1,1,262,197381.1105,2152384.226
5163561,Sandy,1/18/2015,19.4642083,-155.8997121,Entire home/apt,1,2,0,125,$800.00 ,"$2,900.00 ",,$80.00 ,2,$35.00 ,t,1,2,8,189,195560.0979,2154760.953
5249793,Simin,2/3/2015,19.31694381,-155.875754,Entire home/apt,2,3,3,175,$990.00 ,"$2,450.00 ",$450.00 ,$125.00 ,1,$0.00 ,t,3,17,21,187,197805.0725,2138407.342
5498176,Brad,2/28/2015,19.26812237,-155.876216,Entire home/apt,1,0,1,65,$455.00 ,,,,1,$0.00 ,t,9,22,25,300,197666.729,2133000.632
5884985,Tina And Keri,5/13/2014,19.4512027,-155.8833236,Private room,0.5,1,1,135,$873.00 ,"$3,402.00 ",,,2,$10.00 ,t,0,3,8,276,197257.6939,2153291.433
6223854,Rhonda,12/3/2013,19.45029541,-155.8806261,Entire home/apt,1,1,2,225,,,$200.00 ,$100.00 ,1,$0.00 ,t,23,53,83,358,197539.4284,2153186.188
7088462,Beth,1/25/2013,19.43217019,-155.890044,Entire home/apt,1,0,1,135,$860.00 ,"$2,800.00 ",$0.00 ,$110.00 ,2,$12.00 ,t,4,18,28,284,196516.1752,2151195.182
7938823,Erika,8/18/2015,19.64217819,-155.9935129,Entire home/apt,1,1,1,129,,"$1,700.00 ",$250.00 ,$75.00 ,1,$0.00 ,t,3,7,16,247,186050.1097,2174644.168
7950448,Erika,8/18/2015,19.6424927,-155.9938248,Entire home/apt,2,2,3,139,,"$2,399.00 ",$250.00 ,$100.00 ,1,$0.00 ,t,0,10,16,262,186017.9879,2174679.583
8188765,Delphine,3/28/2013,19.31441206,-155.8867208,Entire home/apt,1.5,2,5,130,,,$300.00 ,$130.00 ,2,$15.00 ,t,13,14,37,126,196647.1973,2138146.119
8524281,Sue & Eric,1/18/2010,19.49681536,-155.9116073,Private room,1,2,5,149,,,$0.00 ,$0.00 ,2,$25.00 ,t,28,58,88,363,194371.6448,2158393.828
8525671,Sue & Eric,1/18/2010,19.49827017,-155.9093255,Entire home/apt,8,12,24,1199,,,"$1,000.00 ",$0.00 ,16,$20.00 ,t,21,51,81,356,194614.0575,2158550.904
9095936,Lisa,10/25/2015,19.5663709,-155.9593959,Entire home/apt,2,2,3,165,$875.00 ,"$3,500.00 ",$200.00 ,$225.00 ,5,$25.00 ,t,3,10,28,280,189485.0287,2166184.386
9461014,Beth,1/25/2013,19.43342909,-155.8885449,Private room,1,1,1,150,,,$0.00 ,$110.00 ,2,$15.00 ,t,11,21,25,242,196676.0413,2151331.977
9667230,Melanie,9/6/2015,19.20552851,-155.9014466,Entire home/apt,4,4,4,300,,,$500.00 ,$225.00 ,4,$30.00 ,t,7,15,20,270,194897.0627,2126111.771
10456997,Ben,8/9/2015,19.4968894,-155.8994465,Entire home/apt,1,1,1,65,,,,$50.00 ,1,$0.00 ,t,3,23,33,308,195649.1446,2158380.391
11164328,Erika,8/18/2015,19.6421901,-155.9929185,Entire home/apt,1,1,1,119,,,$250.00 ,$75.00 ,1,$0.00 ,t,0,0,0,227,186112.5158,2174644.391
11416367,Brad,2/28/2015,19.26790011,-155.876153,Entire home/apt,1,0,1,65,,,,,1,$0.00 ,t,15,30,33,308,197672.9475,2132975.905
11949503,Ben,8/9/2015,19.49657889,-155.8973858,Entire home/apt,3,3,3,95,,,,$80.00 ,2,$25.00 ,t,0,5,19,292,195865.0168,2158342.34
13140357,Dennis,5/21/2016,19.4697702,-155.9189902,Entire home/apt,1.5,1,1,225,,,$200.00 ,$160.00 ,1,$0.00 ,t,0,0,0,270,193545.1975,2155411.322
13265439,Chris & Carolyn,6/21/2014,19.47386783,-155.9009231,Entire home/apt,1,0,1,65,,,$200.00 ,$30.00 ,1,$10.00 ,t,5,14,33,293,195450.9411,2155833.035
13313318,Erika,8/18/2015,19.64295173,-155.9928185,Entire home/apt,1,0,1,75,,,$250.00 ,$50.00 ,1,$0.00 ,t,13,13,34,298,186124.4937,2174728.574
13764353,Mark,6/27/2016,19.31267885,-155.8774257,Entire home/apt,1,1,1,62,,,$0.00 ,$25.00 ,1,$0.00 ,t,6,22,44,95,197621.4343,2137937.871
13829617,Mark,6/27/2016,19.31391474,-155.874864,Entire home/apt,1,2,3,145,,,$0.00 ,$55.00 ,1,$0.00 ,t,0,0,5,79,197893.0858,2138070.283
13883147,Greg,7/6/2016,19.48658964,-155.8919932,Private room,1,1,1,95,,,,$60.00 ,2,$10.00 ,t,13,29,44,314,196412.7973,2157226.33
14991297,Greg,7/6/2016,19.48499686,-155.8916511,Entire home/apt,2.5,3,4,165,,,$0.00 ,$105.00 ,4,$15.00 ,t,14,30,45,315,196445.7605,2157049.302
15855014,Jamie & Tonya,11/6/2016,19.49712632,-155.9099042,Entire home/apt,1,0,1,85,,,$100.00 ,$60.00 ,2,$30.00 ,t,3,6,17,185,194551.1221,2158425.236
15860603,The Mango Farm,11/22/2010,19.46850542,-155.9091042,Entire home/apt,1,2,2,129,,,$0.00 ,$100.00 ,2,$30.00 ,t,3,9,19,173,194581.4219,2155253.606
15915339,Anthony & Ashley,11/10/2016,19.48401695,-155.9029669,Entire home/apt,1,1,1,77,,,$0.00 ,$45.00 ,2,$25.00 ,t,18,41,71,346,195255.2416,2156960.829
16051052,Nikki,2/8/2012,19.21626616,-155.867332,Entire home/apt,1,1,1,88,,,$150.00 ,$80.00 ,2,$0.00 ,t,13,39,69,159,198506.3773,2127241.571
16080890,Nikki,2/8/2012,19.21686913,-155.868225,Entire home/apt,1,2,3,83,,,$150.00 ,$80.00 ,2,$20.00 ,t,19,38,68,343,198413.5198,2127309.905
16095848,Nikki,2/8/2012,19.21708096,-155.868746,Entire home/apt,1,1,3,85,,,$150.00 ,$40.00 ,2,$0.00 ,t,0,0,0,66,198359.0889,2127334.272
16101161,Nikki,2/8/2012,19.21719602,-155.867797,Private room,1,1,2,66,,,$150.00 ,$40.00 ,2,$0.00 ,t,13,42,72,162,198459.1495,2127345.369
16227205,Michael,7/5/2010,19.48128632,-155.9068017,Private room,0.5,1,1,93,,,,,1,$0.00 ,t,17,35,65,340,194847.2833,2156665.189
18544007,The Mango Farm,11/22/2010,19.46873556,-155.9060393,Entire home/apt,1.5,2,2,198,,,$0.00 ,$150.00 ,2,$40.00 ,t,6,9,24,188,194903.8446,2155273.647
18566279,Celeste,4/18/2017,19.48677269,-155.9117942,Private room,1,1,2,90,,,$0.00 ,$50.00 ,1,$15.00 ,t,15,34,64,339,194333.1333,2157281.779
18582906,Celeste,4/18/2017,19.48629858,-155.9118546,Private room,1,1,1,90,,,$0.00 ,$50.00 ,1,$15.00 ,t,27,43,73,348,194325.8974,2157229.371
18823107,Katy,3/11/2016,19.20644942,-155.8578177,Entire home/apt,1,1,4,95,,,$100.00 ,$50.00 ,2,$10.00 ,t,10,16,33,291,199489.5802,2126137.804
20785967,Jim & Jenny,11/19/2013,19.21567669,-155.8838986,Entire home/apt,1,0,3,129,,,$150.00 ,$25.00 ,1,$0.00 ,t,21,37,63,153,196762.196,2127205.1
20835363,Sarah,9/6/2017,19.4988879,-155.9028334,Entire home/apt,1,1,3,110,,,$500.00 ,$0.00 ,2,$25.00 ,t,16,46,76,166,195297.135,2158607.772
21022349,Dana,8/26/2017,19.20649562,-155.8605788,Entire home/apt,1,0,1,80,,,$100.00 ,$35.00 ,2,$10.00 ,t,15,35,57,145,199199.1338,2126147.694
21166152,Clara,9/24/2017,19.56779717,-155.9628693,Entire home/apt,1,1,1,100,,,,$125.00 ,1,$0.00 ,t,0,0,0,11,189123.0667,2166348.692
21283271,Steve,10/10/2017,19.3137182,-155.8847283,Entire home/apt,2,3,3,199,,,$500.00 ,$175.00 ,1,$0.00 ,t,11,17,20,274,196855.4387,2138065.773
21295392,Willa,1/28/2012,19.63718656,-155.990572,Entire home/apt,1,0,1,142,,,$0.00 ,$50.00 ,1,$0.00 ,t,9,10,10,251,186349.051,2174085.807
21296290,Willa,1/28/2012,19.63711393,-155.9911186,Entire home/apt,1,0,1,113,,,$0.00 ,$50.00 ,1,$0.00 ,t,11,12,12,251,186291.5418,2174078.768
21540227,Willa,1/28/2012,19.63685996,-155.9912083,Entire home/apt,1,0,1,90,,,$0.00 ,$50.00 ,1,$0.00 ,t,6,17,17,260,186281.6333,2174050.801
21597695,Richard And Amber,4/4/2016,19.31435127,-155.8761931,Private room,1,1,2,75,,,$0.00 ,$0.00 ,2,$10.00 ,t,6,13,36,126,197754.1277,2138120.956
21893493,Michael,5/1/2016,19.17338946,-155.8630619,Entire home/apt,1,0,1,100,,,$200.00 ,$50.00 ,1,$0.00 ,t,15,45,75,75,198877.576,2122485.18
22193410,Michael,7/5/2010,19.45521135,-155.8932768,Entire home/apt,2.5,3,5,165,,,$0.00 ,$100.00 ,2,$20.00 ,t,7,23,41,304,196219.4095,2153753.017
22470181,Michael,5/1/2016,19.17467337,-155.8642701,Entire home/apt,1,0,1,120,,,$200.00 ,$50.00 ,1,$0.00 ,t,15,45,75,75,198752.7568,2122629.474
22799127,Bruce,12/30/2017,19.48202626,-155.9013168,Entire home/apt,2,5,5,349,,,$500.00 ,$280.00 ,5,$25.00 ,t,2,11,16,220,195424.8529,2156737.4
22832871,Ben,8/9/2015,19.50183593,-155.9004943,Entire home/apt,1,1,1,65,,,$0.00 ,$50.00 ,1,$0.00 ,t,3,23,33,308,195548.3514,2158930.153
22903843,Heidi,6/29/2015,19.47336368,-155.9187021,Entire home/apt,1,1,1,98,,,$0.00 ,$60.00 ,2,$0.00 ,t,5,12,21,279,193582.2294,2155808.843
23295767,Orion & Rachell,2/14/2018,19.31567409,-155.8773811,Entire home/apt,1,0,1,75,,,$100.00 ,$50.00 ,2,$19.00 ,t,6,16,16,89,197631.6395,2138269.55
24060229,John & Chip,10/6/2014,19.31593617,-155.8763943,Entire home/apt,1,0,1,129,,,$0.00 ,$50.00 ,1,$0.00 ,t,4,30,56,146,197735.888,2138296.853
24679806,Joe,11/5/2016,19.47304553,-155.9100887,Entire home/apt,2,2,2,350,,,$200.00 ,$200.00 ,1,$0.00 ,t,12,16,19,241,194486.5136,2155758.245
24773538,Heidi,6/29/2015,19.47327461,-155.9190618,Entire home/apt,1.5,2,4,225,,,$250.00 ,$150.00 ,4,$50.00 ,t,7,14,20,191,193544.2733,2155799.619
25138011,Lisa,10/25/2015,19.56735696,-155.9611573,Entire home/apt,2,2,3,125,,,$200.00 ,$225.00 ,4,$25.00 ,t,20,42,57,332,189301.9773,2166296.815
25139119,Lisa,10/25/2015,19.56627968,-155.9600634,Entire home/apt,2.5,3,4,165,,,$200.00 ,$225.00 ,6,$25.00 ,t,20,22,22,284,189414.7675,2166175.495
25141237,Lisa,10/25/2015,19.56768218,-155.9595625,Entire home/apt,2,3,4,200,,,$200.00 ,$225.00 ,6,$25.00 ,t,8,8,19,251,189470.051,2166329.94
25142329,Lisa,10/25/2015,19.56674517,-155.9611762,Entire home/apt,2,2,2,165,,,,$225.00 ,6,$25.00 ,t,9,39,69,78,189298.8188,2166229.081
26815334,Dana,8/26/2017,19.20782812,-155.8590928,Entire home/apt,1,0,1,150,,,$100.00 ,$45.00 ,6,$0.00 ,t,13,34,60,150,199357.9197,2126292.711
27431173,Nancy,8/1/2018,19.47433007,-155.9168848,Private room,1,0,1,170,,,$300.00 ,$75.00 ,1,$0.00 ,t,12,36,59,334,193774.9648,2155912.642
27433616,Nancy,8/1/2018,19.47411387,-155.9180637,Private room,1,0,2,170,,,$300.00 ,$75.00 ,1,$0.00 ,t,24,44,62,326,193650.7089,2155890.799
27710476,Maria,4/9/2016,19.45959513,-155.8817073,Entire home/apt,1,1,3,67,,,$500.00 ,$69.00 ,2,$15.00 ,t,1,18,38,313,197443.0994,2154218.157
28391797,Harry,3/18/2014,19.30871792,-155.8780911,Entire home/apt,1,2,2,189,,,$300.00 ,$157.00 ,2,$35.00 ,t,0,2,9,238,197544.1696,2137500.316
28407128,The Mango Farm,11/22/2010,19.47001445,-155.9065749,Entire home/apt,2.5,3,3,299,,,$0.00 ,$150.00 ,2,$30.00 ,t,4,7,19,96,194849.9731,2155416.256
28937223,Paliuli,8/30/2013,19.44077486,-155.8878975,Private room,1,1,1,63,,,$0.00 ,$46.00 ,1,$17.00 ,t,4,24,54,317,196757.7283,2152144.477
29742292,Mark,6/27/2016,19.70383118,-155.0873552,Entire home/apt,2,3,3,86,,,,$50.00 ,1,$0.00 ,t,4,4,4,4,281208.6201,2180051.943
29798742,Garry,10/8/2016,19.21362767,-155.8823153,Entire home/apt,1,1,2,100,,,$500.00 ,$50.00 ,1,$0.00 ,t,10,15,28,272,196925.028,2126975.387
30106991,Jacquelin,9/27/2011,19.47169883,-155.8901537,Entire home/apt,1,2,2,98,,,,$80.00 ,1,$0.00 ,t,4,4,4,4,196578.2596,2155573.711
30253564,Mark,6/27/2016,19.70540399,-155.0891714,Entire home/apt,1.5,0,1,63,,,$0.00 ,$25.00 ,1,$0.00 ,t,23,48,78,166,281020.3267,2180228.416
1736110,Lily & Brian,9/30/2013,19.45136114,-155.1247463,Entire home/apt,1,1,1,79,$474.00 ,,$100.00 ,$35.00 ,1,$0.00 ,t,9,20,20,269,276940.4944,2152148.534
18870748,Agnes&Andrew,1/18/2017,19.45833342,-155.1528872,Entire home/apt,1,1,1,79,,,$100.00 ,$55.00 ,2,$10.00 ,t,2,7,16,182,273994.7973,2152957.222
26710357,Agnes&Andrew,1/18/2017,19.45894996,-155.1551799,Entire home/apt,1,1,2,95,,,$100.00 ,$55.00 ,2,$15.00 ,t,3,13,30,243,273754.8817,2153028.498
4588167,Turia And Gulam,11/15/2014,19.14168084,-155.7202858,Entire home/apt,1,1,1,125,,,,$50.00 ,2,$50.00 ,t,28,58,88,88,213848.4374,2118732.868
50724,Mahinui,9/13/2010,19.43011682,-155.2244935,Entire home/apt,1,1,1,289,"$2,000.00 ","$8,500.00 ",$0.00 ,$95.00 ,1,$0.00 ,t,3,13,17,255,266434.4213,2149928.861
55990,Todd,10/18/2010,19.42634469,-155.2348124,Entire home/apt,2,3,3,183,,,$0.00 ,$0.00 ,2,$17.00 ,t,15,43,73,282,265345.1145,2149525.253
57640,Todd,10/18/2010,19.42828927,-155.2332712,Entire home/apt,1,3,4,171,,,$0.00 ,$0.00 ,2,$17.00 ,t,18,46,74,344,265509.7973,2149738.455
57642,Todd,10/18/2010,19.42647214,-155.2336324,Entire home/apt,1,1,0,160,,,,,2,$0.00 ,t,26,53,81,353,265469.2466,2149537.756
230529,Carolyn (Fung),9/17/2011,19.42740876,-155.2220824,Entire home/apt,1,1,2,120,$700.00 ,"$2,400.00 ",$100.00 ,$25.00 ,2,$30.00 ,t,12,36,62,332,266683.8097,2149625.759
238177,Shannon,10/5/2011,19.42923342,-155.2275549,Entire home/apt,1,2,3,175,"$1,120.00 ",,$0.00 ,$0.00 ,2,$15.00 ,t,22,41,71,345,266111.5904,2149835.211
251343,Mililani,10/21/2011,19.4297144,-155.2214263,Entire home/apt,3,5,6,430,"$2,515.00 ","$5,530.00 ",$200.00 ,$175.00 ,10,$20.00 ,t,13,33,52,306,266756.0204,2149880.146
760735,Brenda,9/15/2011,19.43673873,-155.177767,Entire home/apt,1,1,0,100,$840.00 ,"$3,360.00 ",$0.00 ,$35.00 ,2,$15.00 ,t,4,7,24,294,271351.7214,2150599.257
873519,Brenda,9/15/2011,19.42723071,-155.2186083,Entire home/apt,1,0,1,145,$900.00 ,"$3,600.00 ",$0.00 ,$35.00 ,2,$10.00 ,t,6,15,29,299,267048.4754,2149601.34
980493,Rachelle,3/2/2012,19.45676818,-155.1136355,Private room,1,1,1,75,$400.00 ,,,$15.00 ,2,$45.00 ,t,30,60,90,365,278114.6992,2152732.781
1143870,Brenda,9/15/2011,19.48193809,-155.2647569,Entire home/apt,3,2,2,199,"$1,575.00 ","$6,000.00 ",$200.00 ,$100.00 ,2,$20.00 ,t,7,21,35,299,262280.7483,2155721.712
1180632,Brenda,9/15/2011,19.42590771,-155.2181281,Entire home/apt,1,1,1,150,$900.00 ,"$3,600.00 ",$200.00 ,$35.00 ,2,$20.00 ,t,14,35,48,319,267097.0286,2149454.21
3431479,Mike & Sue,4/28/2014,19.43737517,-155.1797823,Entire home/apt,1,0,1,109,$600.00 ,"$2,214.00 ",,$26.00 ,2,$11.00 ,t,5,21,36,245,271140.9434,2150672.4
3468999,Elizabeth Ann,6/30/2014,19.46390162,-155.1073468,Entire home/apt,1,1,2,80,$600.00 ,"$2,200.00 ",,$25.00 ,2,$20.00 ,t,18,48,67,322,278784.7899,2153514.432
3752211,Mike & Sue,4/28/2014,19.43672404,-155.1802234,Entire home/apt,1,1,1,109,$600.00 ,"$2,214.00 ",,$26.00 ,2,$11.00 ,t,10,38,56,273,271093.7007,2150600.897
3878177,Brenda,9/15/2011,19.42413281,-155.2168939,Entire home/apt,1,0,0,150,$900.00 ,"$4,000.00 ",$0.00 ,$35.00 ,1,$0.00 ,t,3,15,30,286,267224.1401,2149256.027
4318532,Leon,7/31/2013,19.46407886,-155.1210561,Entire home/apt,3,4,7,399,"$2,513.00 ",,,$60.00 ,2,$0.00 ,t,24,43,67,342,277345.4078,2153551.764
4498972,Mike & Sue,4/28/2014,19.43751559,-155.1785224,Entire home/apt,1,0,1,109,$600.00 ,"$2,214.00 ",,$26.00 ,2,$11.00 ,t,9,18,26,262,271273.4692,2150686.271
4903625,Carolyn,2/10/2014,19.42977991,-155.2148661,Entire home/apt,1,0,1,115,$840.00 ,"$3,200.00 ",,$50.00 ,1,$0.00 ,t,7,13,29,272,267445.1871,2149878.521
5822746,Kristin,3/29/2015,19.43049675,-155.2194253,Entire home/apt,1,1,1,141,$850.00 ,,$250.00 ,$0.00 ,2,$50.00 ,t,8,28,49,317,266967.3194,2149964.055
5895001,Michael,4/5/2015,19.44245678,-155.2338904,Entire home/apt,1,1,2,149,$690.00 ,"$2,200.00 ",$100.00 ,$0.00 ,2,$0.00 ,t,8,9,25,284,265465.1168,2151307.911
6899679,Ruth Anne,6/18/2015,19.4489851,-155.1746449,Entire home/apt,1,1,1,99,$700.00 ,"$2,226.00 ",,$75.00 ,1,$0.00 ,t,21,51,81,356,271696.7788,2151950.974
7136408,David,7/3/2015,19.1338494,-155.5120566,Entire home/apt,1,1,1,89,$691.00 ,"$2,970.00 ",$250.00 ,$60.00 ,1,$0.00 ,t,19,30,45,287,235751.5092,2117537.304
8274340,Joey,10/16/2015,19.44640874,-155.2359481,Entire home/apt,2,3,6,230,"$1,202.00 ","$4,242.00 ",$0.00 ,$116.00 ,2,$24.00 ,t,13,30,44,303,265254.6814,2151748.276
8520594,Joey,9/22/2015,19.42904852,-155.2126836,Entire home/apt,2.5,4,5,230,"$1,381.00 ",,$0.00 ,$135.00 ,2,$24.00 ,t,10,20,40,301,267673.3922,2149794.595
8530268,Joey,9/22/2015,19.44274478,-155.2355111,Entire home/apt,1.5,2,0,195,,,$0.00 ,$88.00 ,2,$24.00 ,t,4,22,50,321,265295.3071,2151342.009
8530883,Joey,9/22/2015,19.44816865,-155.2349079,Entire home/apt,1,1,0,185,,,$0.00 ,$88.00 ,2,$24.00 ,t,14,27,57,319,265366.4641,2151941.712
10193405,Jim,12/26/2015,19.43428103,-155.2450209,Entire home/apt,1,0,1,80,,,$100.00 ,$25.00 ,1,$0.00 ,t,12,40,68,342,264284.2543,2150417.912
10280433,Mike,12/30/2015,19.42150532,-155.2176317,Entire home/apt,1.5,1,1,165,,,$300.00 ,$80.00 ,2,$0.00 ,t,9,27,57,147,267142.8939,2148966.115
10595824,Kathryn,1/14/2016,19.44035998,-155.2365784,Entire home/apt,1,2,4,150,,,,,2,$20.00 ,t,7,27,54,311,265179.775,2151079.423
10704616,Caren And Neil,12/7/2015,19.43799784,-155.2463998,Entire home/apt,2,2,2,195,,,$500.00 ,$85.00 ,2,$15.00 ,t,5,5,5,5,264144.7904,2150831.326
10962935,Satoshi,1/31/2016,19.43413662,-155.2383542,Shared room,2,1,6,30,,,,,1,$30.00 ,t,22,43,73,73,264984.2955,2150392.802
10987576,Satoshi,1/31/2016,19.43329074,-155.2400664,Private room,1,1,2,105,,,$0.00 ,$0.00 ,2,$25.00 ,t,24,45,75,350,264803.2326,2150301.487
10990320,Satoshi,1/31/2016,19.43342436,-155.239036,Private room,2,1,5,80,,,$0.00 ,$0.00 ,2,$25.00 ,t,26,45,75,350,264911.6555,2150314.873
10991001,Satoshi,1/31/2016,19.43471299,-155.2397797,Private room,2,1,5,80,,,$0.00 ,$0.00 ,2,$25.00 ,t,24,45,75,350,264835.396,2150458.566
10992286,Satoshi,1/31/2016,19.43343501,-155.240302,Private room,1,1,1,105,,,,,1,$0.00 ,t,25,46,76,351,264778.6937,2150317.783
11379175,Mark & Lucretia,3/21/2012,19.43425112,-155.2171274,Entire home/apt,1,1,2,170,,,$0.00 ,$50.00 ,2,$5.00 ,t,15,37,64,339,267214.0403,2150376.621
11610598,David,4/16/2015,19.43326766,-155.2221161,Entire home/apt,1,1,3,100,,,$500.00 ,$0.00 ,6,$20.00 ,t,13,29,54,142,266688.6433,2150274.492
11925021,Rachel & Ted,5/19/2011,19.43522531,-155.1887502,Entire home/apt,1,2,2,145,,,$200.00 ,$40.00 ,4,$25.00 ,t,10,29,59,81,270196.0027,2150446.331
12094573,Rachel & Ted,5/19/2011,19.43503341,-155.1893537,Entire home/apt,2,4,4,240,,,$200.00 ,$85.00 ,6,$25.00 ,t,10,29,59,325,270132.3449,2150425.891
12136819,Kathryn,1/14/2016,19.44142222,-155.237098,Entire home/apt,1,0,2,130,,,,,2,$20.00 ,t,12,26,44,309,265126.7292,2151197.743
12437805,Rachel & Ted,5/19/2011,19.43666412,-155.1877703,Entire home/apt,1,1,1,98,,,$200.00 ,$30.00 ,4,$0.00 ,t,9,9,9,9,270300.9499,2150604.322
12971847,Maurice,10/29/2015,19.42812606,-155.2328211,Private room,1,1,1,159,,,$0.00 ,$0.00 ,2,$25.00 ,t,29,59,89,364,265556.8415,2149719.771
13847990,Shannon,10/5/2011,19.42910911,-155.2264531,Private room,1,1,1,110,,,,,2,$15.00 ,t,18,48,76,351,266227.1447,2149819.95
13848211,Shannon,10/5/2011,19.43074417,-155.2263206,Private room,1,1,2,100,,,,,2,$15.00 ,t,9,34,55,55,266243.4036,2150000.802
13849002,Shannon,10/5/2011,19.43049983,-155.2273708,Private room,1,1,2,105,,,,,2,$15.00 ,t,14,28,37,312,266132.7423,2149975.176
13849363,Shannon,10/5/2011,19.42935955,-155.2277299,Entire home/apt,1,0,2,120,,,,,2,$15.00 ,t,21,50,77,349,266093.3892,2149849.414
